"article_id","infraction_desc","categorie_vehicule","amende_min_dh","amende_max_dh","points_retrait","peine_prison","recidive_prevue","suspension_permis","immobilisation_vehicule","interdiction_conduire","mots_cles","role_paragraphe_regles","cluster_thematique_ml","cluster_id","texte_apercu"
"226","116.14 1.16.106 بتاريخ 13 من
شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
يترتب على اداء الغرامة التصالحية والجزافية عدم تحريك الدعوى العمومية.","non_spécifié","","","","","non","non","non","non","","autre","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) يترتب على أداء الغرامة التصالحية والجزافية عدم تحريك الدعوى العمومية."
"227","يجب ان يوجه المحضر فورا","non_spécifié","","","","","non","non","non","non","","obligation","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016  )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) في حالة عدم أداء الغرامة التصالحية والجزافية، يوجه الملف فورا إلى وكيل الملك."
"228","يجب على
العون محرر المحضر ان يتسلم من المخالف رخصة السياقة او شهادة تسجيل او سند ملكية المركبة،","tous_vehicules","","","","","non","non","non","non","permis","obligation","cluster_0","0","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016 )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) في حالة عدم الأداء الفوري للغرامة التصالحية والجزافية وفقا لأحكام هذا القانون،"
"184","وفي 19 الى 24 وفي 27 الى 32 من","non_spécifié","","","","","non","non","non","non","","autre","infractions_pénales","9","وفي 19  إلى 24  وفي 27  إلى 32  من"
"185","او في حالة ارتكاب مخالفة للاحكام المقررة
تطبيقا للمواد 46 و 47 و 48 من هذا القانون.
اذا ادى المخالف مبلغ الغرامة التصالحية والجزافية بصفة نهايية داخل الاجل المذكور، اعيدت اليه
رخصة السياقة او شهادة تسجيل او سند ملكية المركبة، اما من قبل المصلحة التي سجلت المخالفة
واما من قبل السلطة المكلفة بمعاينة ا","tous_vehicules","","","","","non","non","non","non","permis","autre","infractions_pénales","9","أو في حالة ارتكاب مخالفة للأحكام المقررة تطبيقا للمواد 46  و 47  و 48  من هذا القانون. إذا أدى المخالف مبلغ الغرامة التصالحية والجزافية بصفة نهائية داخل الأجل المذكور، أعيدت إليه رخصة السياقة أو شهادة"
"200","اعلاه ابتداء من تاريخ تسلم الرسالة
المضمونة المشار اليها في المادة المذكورة. ويتعين على المخالف في هذه الحالة اداء مبلغ الغرامة التصالحية
والجزافية داخل الاجل المذكور او تسليم رخصة السياقة او شهادة تسجيل او سند ملكية المركبة
داخل نفس الاجل، اما للمصلحة التي سجلت المخالفة، او عند الاقتضاء، للسلطة الم","tous_vehicules","","","","","non","oui","non","non","stationnement|permis","procédure","permis_conduite","6","أعلاه ابتداء من تاريخ تسلم الرسالة المضمونة المشار إليها في المادة المذكورة. ويتعين على المخالف في هذه الحالة أداء مبلغ الغرامة التصالحية والجزافية داخل الأجل المذكور أو تسليم رخصة السياقة أو شهادة تس"
"229","استثناء من احكام","non_spécifié","","","","","non","non","non","non","","autre","infractions_pénales","9","استثناء من أحكام"
"228","اعلاه، اذا كان حامل رخصة السياقة يمكن من تسجيل المعلومات
في شكل الكتروني، فان المعلومات المتعلقة بالاحتفاظ برخصة السياقة والاذن بالسياقة وتوقيف
رخصة السياقة المشار اليها في المادة المذكورة، يتم تسجيلها على هذا الحامل، ويصبح الاحتفاظ
برخصة السياقة عنديذ غير ذي موضوع.
95 الامانة العامة للحكومة
الامانة","non_spécifié","","","","","non","oui","non","non","permis","procédure","permis_conduite","6","أعلاه، إذا كان حامل رخصة السياقة يمكن من تسجيل المعلومات في شكل إلكتروني، فإن المعلومات المتعلقة بالاحتفاظ برخصة السياقة والإذن بالسياقة وتوقيف رخصة السياقة المشار إليها في المادة المذكورة، يتم تسجيله"
"230","يمكن للمخالف ان ينازع في المخالفة.
تقدم المنازعة في المخالفات، داخل الاجل المحدد في المادتين 221 و 222 اعلاه، بواسطة شكاية معللة
توجه الى :
1 - وكيل الملك ؛
2 - او الى العون محرر المحضر الذي عاين المخالفة ؛
3 . - او في حالة معاينة الية، الى المصلحة الصادر عنها الاشعار بالمخالفة","non_spécifié","","","","","non","non","non","non","","autre","infractions_pénales","9","يمكن للمخالف أن ينازع في المخالفة. تقدم المنازعة في المخالفات، داخل الأجل المحدد في المادتين 221  و 222  أعلاه، بواسطة شكاية معللة توجه إلى : 1  - وكيل الملك ؛ 2  - أو إلى العون محرر المحضر الذي عاين"
"231","يجب ان يتم الايداع المذكور، مقابل وصل، لدى كتابة ضبط المحكمة المختصة او لدى قباضات المالية","tous_vehicules","","","","","non","non","non","non","permis","obligation","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016  )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص 5877  -  ) ضى للغرامة المحدد في  � لا تقبل المنازعة في المخالفة إلا إذا قام الم"
"232","116.14 1.16.106 بتاريخ
13 من شوال 1437 ( 18 يوليو 2016 )، ج.ر عدد 6490 بتاريخ 7 ذي القعدة 1437 ( اغسطس : )، ص )
اذا نازع المخالف في المخالفة، وجب ان يوجه المحضر الى وكيل الملك داخل اجل لا يتجاوز 5 ايام من
تاريخ تسلم الشكاية المشار اليها في الحالتين 2 و 3 من","non_spécifié","","","","","non","non","non","non","dépassement","autre","cluster_7","7","116.14 1.16.106  بتاريخ 13  من شوال 1437  (  18  يوليو 2016  )، ج.ر عدد 6490  بتاريخ 7  ذي القعدة 1437 (   أغسطس  : )، ص ) إذا نازع المخالف في المخالفة، وجب أن يوجه المحضر إلى وكيل الملك داخل أجل لا ي"
"230","اعلاه.","non_spécifié","","","","","non","non","non","non","","autre","cluster_5","5","أعلاه."
"233","يجب ان يكون المحضر المشار اليه في","non_spécifié","","","","","non","non","non","non","","obligation","infractions_pénales","9","يجب أن يكون المحضر المشار إليه في"
"232","اعلاه مرفقا بالاثباتات المتعلقة بالمعاينة الالية
وبرخصة السياقة في حالة الاحتفاظ بها.","non_spécifié","","","","","non","non","non","non","permis","autre","permis_conduite","6","أعلاه مرفقا بالإثباتات المتعلقة بالمعاينة الآلية وبرخصة السياقة في حالة الاحتفاظ بها."
"234","ضى للغرامة المحددة في � يجوز للمخالف، قبل ان تبت المحكمة في الموضوع، ان يودي ثلثي الحد الاق
المواد 184 و 185 و 186 و 187 اعلاه وان يسحب شكايته.
96 الامانة العامة للحكومة
الصادر بتنفيذه الظهير الشريف رقم (غيرت بموجب المادة الاولى من القانون رقم 5878 2016 11 الصادر بتنفيذه الظهير الشريف رقم (نسخت وعوض","non_spécifié","","","","","non","non","non","non","","autre","cluster_0","0","ضى للغرامة المحددة في  � يجوز للمخالف، قبل أن تبت المحكمة في الموضوع، أن يؤدي ثلثي الحد ألأق المواد 184  و 185  و 186  و 187  أعلاه وأن يسحب شكايته. 96 الأمانة العامة للحكومة الصادر بتنفيذه الظهير الش"
